engine_id,timestamp,cycle_id,engine_operating_hours,flight_phase,degradation_mode,rpm,throttle,engine_load,oil_pressure,oil_temperature,cht,egt,fuel_flow,vibration_rms,vibration_peak,vibration_1x,vibration_2x,ambient_temperature,ambient_pressure,health_score,degradation_index,remaining_useful_life_hours,dataset_split
ENG_0001,2024-01-01 00:00:00,1,0.01666666666666667,CRUISE,THERMAL_DOMINATED,10214.39440893253,68.69632778439568,62.40502451650616,64.40055312758369,92.90790649779717,202.4436068047038,543.1437177418879,38.90417763132555,1.678322813860579,2.370466162545135,1.327818128375311,0.3411516454519662,14.87222964504277,100.7537555517475,99.15826884281056,0.8417311571894475,1.616666666666667,train
ENG_0001,2024-01-01 00:01:00,2,0.03333333333333333,CRUISE,THERMAL_DOMINATED,10063.3919022318,70.09479734263283,63.33589157494037,64.56385174846173,95.03695326617193,203.1224677503718,554.0133957761054,38.91611821030811,1.649504647225074,2.674495449005941,1.311244447703286,0.3240894689905147,20.86364509629682,101.6918040054025,98.10111075369856,1.898889246301431,1.6,train
ENG_0001,2024-01-01 00:02:00,3,0.05,CLIMB,THERMAL_DOMINATED,11797.48574133424,83.27917326943209,91.40259674987378,65.13836089753126,100.7973887769769,218.8116609660297,585.6181460609564,56.40092060094072,1.835048029339382,3.067633681590797,1.493530260977376,0.3672764164389817,17.71800077297216,99.82108843122587,96.74699167247358,3.253008327526415,1.583333333333333,train
ENG_0001,2024-01-01 00:03:00,4,0.06666666666666667,CLIMB,THERMAL_DOMINATED,12018.64543147694,84.23088891154035,83.0141422817957,64.27581057989998,97.69113648499525,210.8406242987539,576.3060933755186,52.48209301162452,1.890182604671224,2.76352461259317,1.528347329818033,0.383757448718294,13.14692833956947,101.4833599197791,95.64294309588364,4.357056904116357,1.566666666666667,train
ENG_0001,2024-01-01 00:04:00,5,0.08333333333333333,TAKEOFF,THERMAL_DOMINATED,14933.82135352316,102.0125856184289,99.65255805635014,63.92902824359158,102.2181769362057,217.1684122728315,600.6909370857308,61.69374458590458,1.931835105906661,3.211568455185788,1.566971603438698,0.3855181229963086,18.85849355324172,101.284690150827,93.76367140342975,6.236328596570246,1.55,train
ENG_0001,2024-01-01 00:05:00,6,0.1,CRUISE,THERMAL_DOMINATED,10085.24333347962,68.8462162609537,71.31982339594965,63.4048761404873,98.62724640260005,214.4692930623374,558.3109189111208,44.20818338058701,1.801391648749664,2.573465011909304,1.413739228128538,0.3478450904658718,0.7572868968496227,101.8792914996011,92.76189366405478,7.238106335945219,1.533333333333333,train
ENG_0001,2024-01-01 00:06:00,7,0.1166666666666667,CRUISE,THERMAL_DOMINATED,9920.74792615673,71.67138422413028,67.63275745283471,63.57005536853816,97.99131412419639,215.2225010058425,560.5602530021458,43.46922470445825,1.793848212881008,2.673864931346599,1.466038565383287,0.3491547588796461,20.74382850186052,101.4195803684141,91.62918633844151,8.370813661558493,1.516666666666667,train
ENG_0001,2024-01-01 00:07:00,8,0.1333333333333333,CRUISE,THERMAL_DOMINATED,9988.52635585331,67.74058629068476,73.83671317245255,63.31069956121328,99.52580665370787,213.7307452067874,568.8599624374427,47.4559207717891,1.87959178241146,2.613406215887558,1.488445275063472,0.3842268797250857,6.301431106109503,100.3269310591184,90.6725511768602,9.327448823139811,1.5,train
ENG_0001,2024-01-01 00:08:00,9,0.15,IDLE,THERMAL_DOMINATED,2050.498727898046,11.05960835583057,11.6929810986467,62.37882044551948,90.24724257166814,188.3232115876384,487.648378510877,10.19711821856569,1.5557252222839,2.42100468220168,1.248426037389958,0.3250697660862056,13.18779529298434,102.4965715016645,90.58294815921167,9.417051840788336,1.483333333333333,train
ENG_0001,2024-01-01 00:09:00,10,0.1666666666666667,DESCENT,THERMAL_DOMINATED,4086.575519417012,27.8831372413158,25.59343536685549,63.5597410146526,91.41488994471456,199.0630128474167,498.593986364896,16.31617596060501,1.668709856938362,2.822776988679357,1.332003427998854,0.345494802465913,9.40165052686928,101.141470426973,90.31827829541521,9.681721704584785,1.466666666666667,train
