rpm,cht,egt,oil_pressure,oil_temp,fuel_flow,map,vibration,voltage,altitude,ambient_temp,afr,fault_type
4633.217982292962,111.27560873875754,813.3484955064016,395.15772927209787,90.25736559792945,18.079864154257482,99.85723966849172,0.9613875743379343,13.677490197461278,3260.2957459175223,-4.5590321865612395,14.395224800476827,Healthy
4663.796388671818,104.35078519465884,827.5877852270587,376.61335549270194,92.20258461406377,17.360201451029234,99.91123455094963,1.11663838845648,13.969801284515539,2800.5584146765377,-4.404907075235105,14.641661250041343,Healthy
5146.185833833704,132.95457328567446,871.2505867969467,379.9170820651981,117.09480166733472,18.811479130604898,98.46976177215471,1.2637988396536508,14.755662608310487,3454.9117794258536,-7.019649934160324,14.876352207789722,Overheating
4851.54274343527,102.94783937854906,813.8890076327375,374.22376579375526,89.96923399908212,18.989341031072694,103.06199904499191,1.2396920178674298,14.032156495355471,2252.6300993190284,1.0204312172334433,14.895109025424471,Healthy
4773.340181809402,108.3584667652548,824.1565961364084,366.5268809081648,94.50438625769128,18.737249107463178,98.92434024696904,1.0886294382457722,14.394592706751157,3136.4763711167534,-2.3962279064919514,14.767636250398663,Healthy
4407.0382343865385,113.2876100175009,811.044564818858,375.51488974301196,92.27528232960651,16.909944868319286,100.56065622432497,1.153566885726762,14.495578808948302,2085.3838253810823,-0.17198207076340988,14.599648591283092,Healthy
4327.715785882515,114.63274661172811,851.1569241946897,384.71769343794756,96.11558640064933,13.407310766333259,100.38142290711085,1.690587265306702,14.148673963461489,2205.739420693791,3.2101610057694683,15.737929580974612,Fuel-Lean Misfire
4775.09086374734,117.54474360484213,812.0949337539821,383.8632558608415,91.7766622527015,16.964983027760766,100.94697224910156,1.109034531491154,14.692648422497056,2346.111228175102,0.35337170152906183,14.69305764605895,Healthy
4402.286086435034,113.06918735482562,895.5756295472382,368.36995841064584,94.31942256766774,14.223962972207076,103.76803143786536,1.5268921406334917,14.47846515069838,1795.4873451761846,3.4831221535239423,17.169265043336782,Fuel-Lean Misfire
4640.654442941084,111.89436972254073,798.9669091891943,403.2490160752631,89.65024012299129,18.24235078703546,102.62703443473934,0.9153703525349068,14.245491986920825,3545.7142034259423,-11.262108791391078,14.736926771706461,Healthy
4583.99378284743,114.76290902445456,825.5927617711739,366.9928076592567,93.85292253653344,19.47365663758409,101.45257653899775,1.2271102148864959,14.234966602398293,1526.5160861126087,7.176340224909774,14.965021132302839,Healthy
4653.797749465902,113.14833841496981,823.9031469480889,367.68976522472434,94.89012838773297,18.8302247415492,102.64412031998899,1.3845189473980921,14.150922376799425,1897.0110685140085,0.8903991954078991,14.536837943006912,Healthy
4594.262448725902,109.04162196722476,849.1638218679366,388.06940005537996,100.20326647718522,13.644204490768642,98.1871894656369,1.8091142336692636,14.007396874786775,3281.7440006504585,-6.247375875287936,16.750347044447338,Fuel-Lean Misfire
4748.6787431091925,110.85637497652081,795.0511346554562,382.5977138877677,93.15595213918651,17.792914051039094,101.30745021189105,1.1087313077669,13.971405940433876,2786.2298882786267,-1.9889252210746056,14.916610248635054,Healthy
4958.070307805236,113.62048783982624,802.7531475301856,384.5667367980628,92.77162247294032,18.51914545157267,102.74382797762479,1.315603449250029,14.201461274548127,3564.7050623776686,-6.19417768444662,14.74645923163528,Healthy
4826.4271383078485,106.90869914184971,807.1581767191199,372.71954678256344,92.24562241815897,20.351726853338807,97.26546961481651,1.2029390285561772,13.877456825762069,2122.454507368453,3.381946896039788,14.712856003819091,Healthy
4638.338283310604,120.66301163539853,794.7495383174876,144.95561753637043,121.36908553345947,19.590748392761363,102.65753195520975,2.2153254326520386,14.288414803373346,3338.4157951959614,-7.956842163725162,14.611100251156163,Oil Starvation
4752.322964023412,117.06181696112439,814.8597805315314,361.0867406849743,94.75358584116432,20.197724957610106,103.0649305211023,0.8720945051068981,14.103153185426748,3513.528919349298,-9.253276907007999,14.788763885629246,Healthy
4916.195108014401,109.9222314364018,798.808900121267,360.5758628828021,91.68464448576076,16.904030742753882,98.39961431681311,1.3314601477788626,14.464652761430246,2397.2702827682333,-1.5135863805026102,14.711701780461368,Healthy
